time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461750000	-25.0487	-5.72927	4.84553	8.45006	-0.564855	radar	1.81514	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1764	-5.57582	4.71837	8.4373	-0.542922	lidar	0.363026	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3321	-5.38536	4.82136	8.43503	-0.486788	radar	1.20714	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4849	-5.14174	4.95769	8.40441	-0.497215	lidar	0.56158	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6141	-4.96961	4.93087	8.4071	-0.434855	radar	5.96553	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7253	-4.82208	4.74563	8.40021	-0.412753	lidar	0.550736	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8454	-4.61352	4.76314	8.37898	-0.411879	radar	0.116094	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9669	-4.34602	4.92552	8.34205	-0.435843	lidar	0.499849	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0732	-4.12534	4.76647	8.28699	-0.536048	radar	11.4175	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1709	-3.80914	5.03189	8.23337	-0.574511	lidar	1.4644	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.245	-3.56481	4.9641	8.17397	-0.65758	radar	3.07015	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2684	-3.30377	4.98295	8.11898	-0.68453	lidar	4.07386	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3198	-3.05579	4.98182	8.07374	-0.710736	radar	0.137084	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3355	-2.84685	4.85173	8.03291	-0.716759	lidar	1.49627	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3943	-2.63402	4.79736	8.01947	-0.667485	radar	1.76374	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4607	-2.54096	4.38891	8.01646	-0.632344	lidar	5.31661	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5167	-2.31629	4.44544	8.00718	-0.576893	radar	1.40269	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5652	-2.12765	4.36249	7.98854	-0.564426	lidar	0.719239	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.5968	-1.90061	4.41081	7.9753	-0.519185	radar	2.15583	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5988	-1.61792	4.59156	7.93505	-0.537236	lidar	1.46785	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.5941	-1.40334	4.53599	7.88829	-0.586362	radar	1.51795	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5991	-1.16153	4.58262	7.85828	-0.587264	lidar	0.0284137	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6289	-0.949863	4.53454	7.84689	-0.557719	radar	5.10761	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6432	-0.665079	4.71661	7.82499	-0.55002	lidar	0.852639	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6298	-0.416849	4.76965	7.78183	-0.596653	radar	2.31412	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5851	-0.0725774	5.09467	7.74224	-0.606627	lidar	2.30242	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5658	0.180504	5.10321	7.71385	-0.611097	radar	2.75471	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5412	0.496996	5.29846	7.6912	-0.600167	lidar	0.831371	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5304	0.747272	5.2272	7.68916	-0.536569	radar	1.91497	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5235	1.02783	5.29203	7.67825	-0.518097	lidar	2.32415	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4837	1.31737	5.33858	7.67816	-0.442882	radar	6.22175	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4306	1.5094	5.12745	7.64935	-0.452432	lidar	0.661207	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3909	1.71105	4.95742	7.63419	-0.431581	radar	8.58812	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3417	1.88058	4.73884	7.60873	-0.437933	lidar	0.637775	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2727	2.10423	4.75341	7.5747	-0.470511	radar	0.417555	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.216	2.26513	4.54886	7.54783	-0.476653	lidar	0.593569	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1539	2.4741	4.48567	7.53514	-0.444889	radar	0.464247	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.075	2.74017	4.6482	7.51803	-0.436184	lidar	0.367342	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9788	2.96137	4.75875	7.46707	-0.518275	radar	3.10469	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8692	3.28784	5.08331	7.45252	-0.498921	lidar	1.48843	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7852	3.52608	5.0887	7.43467	-0.491174	radar	2.09839	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6821	3.70403	4.93396	7.40114	-0.504981	lidar	0.382727	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5663	3.90666	4.90036	7.36792	-0.520626	radar	1.13492	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.5057	4.05478	4.66108	7.34679	-0.520247	lidar	3.54292	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3847	4.24582	4.64528	7.31477	-0.531332	radar	0.54382	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.218	4.49221	4.82448	7.28479	-0.53082	lidar	2.248	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0696	4.68117	4.71812	7.26202	-0.500742	radar	8.9775	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9528	4.87409	4.69602	7.24202	-0.495306	lidar	0.376177	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7972	5.0606	4.7025	7.21067	-0.501644	radar	2.32501	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6223	5.30085	4.8807	7.19149	-0.489071	lidar	1.03461	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4486	5.48357	4.98273	7.14604	-0.538712	radar	0.754399	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2587	5.65619	4.98124	7.10671	-0.553799	lidar	1.18966	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0956	5.81262	4.95495	7.06878	-0.578342	radar	3.0554	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9208	5.96819	4.91067	7.03449	-0.586456	lidar	0.0461485	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7833	6.13815	4.56455	7.04369	-0.487245	radar	4.22218	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6224	6.29052	4.54896	7.01957	-0.487576	lidar	0.033175	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4778	6.4454	4.44492	7.00942	-0.458117	radar	1.26348	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2369	6.72341	4.84769	7.02061	-0.400408	lidar	4.69887	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0435	6.85477	4.78211	6.98752	-0.414042	radar	5.4594	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8264	7.04284	4.91461	6.97285	-0.402087	lidar	0.962074	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6117	7.18047	4.99751	6.93264	-0.441694	radar	1.68308	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4313	7.31595	4.93468	6.90914	-0.445572	lidar	0.330768	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1933	7.46232	5.2098	6.86399	-0.504917	radar	2.0149	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0091	7.62171	5.18476	6.8535	-0.487542	lidar	2.11419	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8226	7.8044	5.01041	6.87086	-0.401039	radar	5.5762	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6202	7.93801	4.9915	6.85048	-0.402163	lidar	0.0405638	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4316	8.06671	4.9084	6.83562	-0.391755	radar	1.5377	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.228	8.06175	4.65221	6.7598	-0.470878	lidar	4.55615	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0419	8.19741	4.43636	6.76717	-0.402924	radar	4.87383	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.867	8.362	4.49927	6.77906	-0.35974	lidar	3.0829	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.617	8.48408	4.82592	6.74687	-0.400394	radar	5.20538	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3532	8.64605	5.01059	6.74641	-0.368448	lidar	1.40437	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1574	8.77395	4.80618	6.7548	-0.308118	radar	1.2791	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9693	8.86459	4.72543	6.73456	-0.317167	lidar	0.49922	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7765	8.96754	4.58445	6.7295	-0.290422	radar	0.561449	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5623	9.03643	4.5532	6.70017	-0.310193	lidar	0.590136	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3129	9.15464	4.7976	6.68527	-0.319627	radar	4.97752	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.01	9.2691	5.0011	6.67079	-0.310719	lidar	6.28029	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7948	9.35016	4.97065	6.64936	-0.323369	radar	1.6732	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5294	9.46428	5.08043	6.64285	-0.307264	lidar	0.653835	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2567	9.50488	5.29	6.58603	-0.388771	radar	4.9975	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9368	9.66125	5.5479	6.59957	-0.337844	lidar	2.07536	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.6819	9.77492	5.35375	6.61347	-0.265892	radar	2.9995	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4071	9.87819	5.42541	6.60707	-0.254643	lidar	0.243596	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.1486	9.97047	5.46167	6.59589	-0.255733	radar	0.326152	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8777	10.0874	5.53333	6.59805	-0.234614	lidar	0.233923	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6127	10.1681	5.5421	6.58375	-0.2394	radar	0.0344504	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.3808	10.2504	5.47056	6.57378	-0.239291	lidar	1.15591	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1126	10.333	5.54014	6.56032	-0.247962	radar	0.387245	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9134	10.3081	5.25781	6.50619	-0.310037	lidar	1.88635	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6675	10.3702	5.18269	6.49706	-0.29495	radar	0.168881	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4821	10.3237	4.9135	6.43815	-0.361943	lidar	1.98952	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1648	10.3736	5.34361	6.41341	-0.389342	radar	7.46961	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9012	10.4242	5.3581	6.40241	-0.377358	lidar	0.197039	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6732	10.444	4.96185	6.39618	-0.328617	radar	6.28802	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4531	10.3906	4.83127	6.3407	-0.385904	lidar	1.89904	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1972	10.4076	4.88011	6.32391	-0.381848	radar	0.613081	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8526	10.6026	5.24238	6.40265	-0.2346	lidar	8.11268	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.5983	10.6628	5.0835	6.4184	-0.174257	radar	1.23722	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3671	10.6492	4.99568	6.38542	-0.209243	lidar	0.623637	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.103	10.6725	5.11205	6.3699	-0.224107	radar	0.405818	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8383	10.7799	5.20747	6.40145	-0.164827	lidar	3.82123	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5666	10.8357	5.23523	6.40875	-0.13876	radar	1.19039	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3586	10.7791	5.03163	6.35644	-0.203341	lidar	1.9941	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1063	10.8097	4.98134	6.35696	-0.180859	radar	0.34115	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8537	10.8847	5.03828	6.37561	-0.143185	lidar	2.0116	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5688	10.9095	5.16233	6.36854	-0.145613	radar	2.82778	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.352	10.9156	5.05088	6.3515	-0.161415	lidar	0.662653	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0759	10.8582	5.48073	6.27737	-0.307295	radar	7.60012	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7652	10.8309	5.55768	6.25313	-0.316451	lidar	2.61553	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5086	10.8338	5.39352	6.24949	-0.286559	radar	0.658299	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2858	10.8154	5.27405	6.22728	-0.30105	lidar	1.13085	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.05	10.8617	4.86266	6.26145	-0.191425	radar	5.65813	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.78407	10.9211	4.9562	6.28463	-0.145394	lidar	2.06132	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57652	10.8819	4.86266	6.2524	-0.186721	radar	3.795	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.3055	10.9202	4.9602	6.26759	-0.151876	lidar	0.816636	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.07532	10.8876	4.87776	6.24644	-0.168325	radar	2.39803	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.79482	10.9333	5.00321	6.26773	-0.126172	lidar	1.18477	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.57399	10.8765	4.90951	6.23241	-0.168835	radar	6.24827	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.44923	10.7772	4.54727	6.1702	-0.248239	lidar	3.31107	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.2099	10.78	4.51667	6.17795	-0.211686	radar	1.53358	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.80587	10.8689	5.01409	6.24579	-0.0924203	lidar	7.3576	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.54241	10.869	4.96451	6.25662	-0.0548724	radar	1.77113	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.25418	10.8671	5.07451	6.26096	-0.0428931	lidar	0.712644	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.02864	10.8923	4.87362	6.28523	0.0170633	radar	2.53038	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
